type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,auth,@paladen,false_positive,"Possible `scope confusion` package confusion of [auth]

Explanation: The package '@paladen/auth' adds an organizational scope to the common package name 'auth', which introduces scope confusion even though the edit distance is relatively high. The namespace acts like a mimic to the well‐known Auth.js package, potentially deceiving users. Furthermore, the description in '@paladen/auth' is vague and mentions errors rather than defining a clear or distinct purpose compared to the legitimate 'auth' package, and the inclusion of a user scope (instead of a trusted organizational name) further supports the possibility of it being an intentional fork designed to capitalize on the reputation of Auth.js. These factors together make the name adversarial and indicative of suspicious intent. Risk level: High).",,,auth
npm,auth0-jwt,,stealthy package confusion,"Possible package confusion of @auth0/angular-jwt - Explanation: The package 'auth0-jwt' lacks a namespace and closely resembles the legitimate package '@auth0/angular-jwt' in name, which could confuse users. The description of 'auth0-jwt' does not clearly indicate a distinct purpose or testing intent, and the maintainer is not widely recognized in the npm community. These factors contribute to the suspicion of typosquatting.",,,@auth0/angular-jwt
npm,autocomplete-core,,false_positive,Possible package confusion of @algolia/autocomplete-core,2024-12-01 02:33:02.949,,@algolia/autocomplete-core
npm,autocomplete-core,@kumoai,false_positive,Possible package confusion of @algolia/autocomplete-core,,,@algolia/autocomplete-core
npm,autocomplete-shared,@kumoai,false_positive,Possible package confusion of @algolia/autocomplete-shared,,,@algolia/autocomplete-shared
npm,available-typed-arrays,@nolyfill,false_positive,Possible package confusion of available-typed-arrays,,,available-typed-arrays
npm,av-expo-barcode-scanner,,stealthy package confusion,"Possible simplification package confusion of expo-barcode-scanner - Explanation: The package 'av-expo-barcode-scanner' closely resembles 'expo-barcode-scanner' with only a prefix added, which could confuse users. The description is very similar to the legitimate package, and there is no clear indication of a distinct purpose or known maintainer. The namespace 'av' does not clearly indicate a legitimate organization or user, making it potentially suspicious.",,,expo-barcode-scanner
npm,aws-cdk,@packyak,false_positive,"Possible `scope confusion` package confusion of [aws-cdk]

Explanation: Although the legitimate package 'aws-cdk' is unscoped, the suspicious package '@packyak/aws-cdk' uses a namespace to prepend the well‐known package name, which can be misleading. The edit distance is high if measured across the whole name, but the deliberate attachment of 'aws-cdk' to the scoped name indicates potential intent to impersonate or confuse users. Furthermore, the description of @packyak/aws-cdk describes a distinct framework with a different purpose from the official AWS CDK Toolkit. Its namespace reflects an organizational or user scope, and the maintainer is a known npm contributor, which could argue against a straightforward fork. Nonetheless, the decision is driven solely by the naming similarity and confusion potential, hence it is flagged as having an adversarial name and suspicious intent. Risk level: High).",,,aws-cdk
npm,aws-sdk,@webiny,stealthy package confusion,"Possible `scope confusion` package confusion of [aws-sdk]

Explanation: Although the '@webiny' namespace appears to be a valid organizational scope with known maintainers, the package name '@webiny/aws-sdk' effectively appends the well‐known 'aws-sdk' to its scope. This naming strategy, combined with an edit distance that suggests purposeful mimicry and a very succinct description ('Wrapper for AWS SDK'), indicates that the package could potentially deceive users into thinking it is the original or a direct variant of 'aws-sdk'. The use of the legitimate package’s name in a different scope creates scope confusion and resembles adversarial naming patterns, which makes it likely a fork engineered for deceptive purposes. Risk level: High).",,,aws-sdk
npm,axios,@beneway,false_positive,Possible package confusion of axios,,,axios
npm,axios-api-utils,,false_positive,Possible package confusion of @polkadot-api/utils,,,@polkadot-api/utils
npm,axois,,stealthy package confusion,Possible package confusion of axios,,,axios
npm,azeri,,stealthy package confusion,"Possible 1-step D-L dist package confusion of azure - Explanation: The package 'azeri' has a name that is very similar to 'azure', differing by only two letters, which could easily confuse users. Additionally, the lack of a README or description makes it difficult to determine its purpose, increasing suspicion. The maintainer '4gayev1' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. Therefore, it is considered suspicious.",2024-12-16 02:49:53.727,,azure
npm,azure-ai-form-recognizer-ts,,stealthy package confusion,"Possible package confusion of [@azure/ai-form-recognizer]

Explanation: The package name 'azure-ai-form-recognizer-ts' is very similar to '@azure/ai-form-recognizer', differing mainly by the addition of a '-ts' suffix, which is a typical tactic in compound squatting or scope confusion. This minor change can easily mislead users into thinking it is related or an official update. Additionally, the description 'security holding package' is vague and raises suspicion, suggesting deceptive intent. The maintainers are only listed as ['npm'], which does not match the recognized maintainers of the legitimate package, further contributing to the suspicion that this package is a typosquat and an intentional fork. Risk level: High).",2025-02-25 17:02:55.642,,@azure/ai-form-recognizer
npm,azure-communication-identity,,stealthy package confusion,"Possible `scope confusion` package confusion of [@azure/communication-identity]

Explanation: The package 'azure-communication-identity' lacks a namespace and mimics the legitimate package '@azure/communication-identity'. Its description as a 'security holding package' suggests it is not intended for actual use, which is common for typosquat placeholders. The maintainers list does not include known developers, increasing suspicion.",,,@azure/communication-identity
